Direktori,label
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1170.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1171.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1172.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1173.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1174.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1175.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1176.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1177.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1178.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1179.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-118.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1180.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1181.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1182.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1183.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1184.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1185.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1186.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1187.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1188.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1189.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-119.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1190.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1191.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1192.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1193.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1194.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1195.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1196.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1197.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1198.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1199.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-12.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-120.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1200.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1201.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1202.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1203.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1204.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1205.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1206.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1207.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1208.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1209.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-121.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1210.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1211.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1212.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1213.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1214.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1215.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1216.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1217.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1218.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1219.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-122.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1220.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1221.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1222.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1223.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1224.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1225.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1226.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1227.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1228.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1229.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-123.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1230.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1231.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1232.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1233.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1234.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1235.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1236.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1237.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1238.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1239.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-124.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1240.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1241.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1242.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1243.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1244.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1245.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1246.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1247.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1248.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1249.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-125.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1250.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1251.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1252.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1253.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1254.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1255.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1256.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1257.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1258.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1259.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-126.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1260.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1261.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1262.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1263.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1264.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1265.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1266.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1267.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1268.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1269.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-127.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1270.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1271.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1272.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1273.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1274.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1275.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1276.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1277.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1278.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1279.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-128.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1280.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1281.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1282.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1283.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1284.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1285.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1286.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1287.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1288.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1289.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-129.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1290.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1291.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1292.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1293.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1294.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1295.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1296.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1297.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1298.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1299.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-13.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-130.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1300.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1301.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1302.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1303.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1304.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1305.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1306.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1307.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1308.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1309.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-131.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1310.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1311.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1312.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1313.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1314.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1315.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1316.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1317.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1318.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1319.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-132.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1320.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1321.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1322.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1323.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1324.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1325.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1326.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1327.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1328.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1329.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-133.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1330.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1331.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1332.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1333.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1334.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1335.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1336.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1337.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1338.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-1339.jpg,Mugil cephalus
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Mugil cephalus/mugil_cephalus-134.jpg,Mugil cephalus
